KEYWORDS,dbpedia_score
mufti,0
slash_and_burn,0.25
rampur,0
footwear,0
hopscotch,0
freedom_movement,0
invent,0
hazira,0
bordeaux,0
sea_water,0
direct_method,0
georg_simon_ohm,0
cotton_seed,0
apricot,0
bhubaneshwar,0
sahara_desert,0
persever,0
violent,0.3333333333
skil,0
persian_wheel,0
serfdom,0
snail,0
slow_down,0
catamaran,0
depot,0
freedom_of_speech,0
piano,0
pardesi,0
pyrenoid,0
shishir,0
d_j,0.1428571429
chess,0.2222222222
wolfgang,0
pellet,0
tao,0
mountain_peak,0
milch,0.07692307692
sarojini_naidu,0
trivandrum,0
cntl,0
him,0
ami,0
du,0
cpld,0
adanur,0
want,0
lorenz,0
clasen,1
shirt,0
analog,0
dog_run,0
koyna,0
ghata,0
victoria_fall,0
trade_barrier,0
tsarina_alexandra,0
meander,0
brave,0
babrala,0
mughal_rule,0
annual_growth,1
aam_papad,0
sabzi,1
gurudwara,0
gandhi_cap,0
spaghetti,0
nectar,0
bandhavgarh,0.125
chipko_movement,0
auction,0.6666666667
head_of_the_state,0
tetracyclin,0
greek_orthodox,0
thermonuclear_fusion,0.2
fusion_reaction,0.2
okakura_kakuzo,0
guru_tegh_bahadur,0
rohit,0
ymca,0
lamella,0
har_pal,0
nitric,0
ashokan_pillar,0
whisker,0
deep_valley,0
sir_muhammad_iqbal,0
muhammad_iqbal,0
nonus,0
self_esteem,0
bhadu,0
school_fee,0
yeah,0
pepper,0
green_plant,0
maya,0
karnatak,0
dweller,0
gang,0
buddhist_text,0
agronom,0
dara,0
thiruvananthapuram,0
peru,0
rebound,0
n_b,0
cold_compress,0
dono,0
cosmopolitan,0
meteor_shower,0
lift_pump,0
cervix,0
santa_clara_valley,0
mole,0
utopia,0
london_labour_and_the_london_poor,0
ngu,1
partner,0
amelia_bloomer,0
methanol,0.125
ill_treatment,0
leucoplast,0
trick,0
sub_inspector,0
tanti,0
ten_thousand,1
mulk,0
haldia,0
homeland,0
kankar,1
oct,0.4
ox_bow_lake,0
oru,0
matam,0
baba_farid,0
croquet,0
fisherwoman,0
pure_gold,0
northern_africa,0
belli,0
h__c,1
upsid,0
migrant_labour,0.4
somnath,0
sea_wave,0.3333333333
union_list,0
stepp,0
nambuthiri,0
harmandar_sahib,0
aranea,0
logo,0
chadwick,0
pintail_duck,1
nigeria,0
array,1
lava,0
viramgam,0
headlight,0
soak,1
whoop,0
set_up,0
nuclear_weapon,0
fashion_week,0
demo,0.25
gin_mill,0
new_earswick,0
interact,0.2222222222
owner,0
weep,0
bringa,1
gangaikondacholapuram,0
health_check,0
uphold,1
st_petersburg,0
rajanikanta,0
bardoloi,0
kalhana,0
entertain,0
rishi,0
nayar,0
ladyland,0
common_carp,0
hoe,0
smash,0
houseboat,0
shoulder_bone,0
bhagwan,0
w_w,1
cut_off,0
lactic_acid,0
khabar,1
eka–boron,0
indian_fijian,0
jabalpur,0
hodson,0
flaki,0
chakravartin,0
labour_cost,0.3333333333
thyroxin,0
virji_vora,0
long_live_the_revolution,0
promis,0
cure,0
militaris,1
idol_worship,0
pyjama,0
hoa_hao,1
manka,0
saurashtra,0
lauki,0
night_sky,0
central_highland,0
fallopian_tube,0
british_parliament,0
leg_kick,1
ocean_crust,0
chromatin,0
rk_laxman,0
urchin,0
owl,0
kitab,0
madhuca_indica,0
corn_law,0
west_java,0
field_event,0
vithal,0
heroor,0
barb_wire,0
super,0
zilla_parishad,1
hugh,0
gandhi_jayanti,0
wavi,0
north_east_india,0
mirabeau,0
orthodox_jew,0
handkerchief,0
sekar,0
alpha_1,0
rajasthani,0
mewar,0
girangaon,0
diamond_sutra,0
imperialist,0
jane_fonda,0
placer_deposit,0
cossa,0
nd,0
nkvd,0
barbet,0
thulasi,1
prinsep,0
low_hill,0
carpel,0
peepal_tree,0
harichandra,1
biological,0
aluminium_wire,0
mar,0
berth,0
tibeto_burman,0
pistol,0
pehl,0
paik,0
no_1,0.5
venezuela,0
long_tail,0.25
water_day,0
ascar,0
white_hall,0
flamingo,0
fossil_fuel,0
televisor,0
diphtheria,0
wind_vane,0
convict,0.3333333333
kurnool,0
vivian,0
purs,0
ulva,0
targeted,0
burr,0
still,0
kaokoland,0
keshav,0
idealis,1
aur_hum,0
flemish_region,0
earth_day,0
seacoast,0
upthrust,0.5
murshid_quli_khan,0
kirt,1
karna,0
dire,0
poverty,0
aparigraha,0
shiwalik,0
leopard,0
social_order,0
coal_mine,0
polyatom,0
great_wall,0
prick,1
prussia,0
spinach,0
soap_water,0
bundelkhandi,0
sound_board,0
militia,0
yatra,0
fiji,0
right_circular_cone,1
nammalvar,0
cauveri,0
lobbyist,0
prayaga,0
sciatica,0
pollen_grain,0
consist,0
sahyadri,0
cruikshank,0
dhyana,0
nepenthes,0
pranab,0
ent_surgeon,1
surgeon,0
primogenitur,0
flick,1
alon,0
open_championship,0
west_irian,0
reign_of_terror,0
golla,0
thatch_roof,0
safe_place,0
st_jacob,0
blood_vessel,0
oil_cake,0
shisham,0
water_pipe,0
bluegreen_alga,0
meen,0
canker,0
saturday,0
western_art,0
pill,0
newcom,0
voters’_list,0
chahta,0
soft_iron,0
doctors,0
absente,0
sirajuddaulah,0
hajo,0
rasa_lila,0
cold_weather,0
bewar,0
world_food_day,0
swarajya,0
punjabi,0
british_queen,0
scout,0
sabarmati_river,0
obes,0
martin_luther_king_jr,0
robben_island,0
french_indo_china,0
half_chord,0
legal_framework_order,0
nawab_of_bengal,0
bio_mass,0
nuclear_power_reactor,0
station_master,0
refuge,0
hunter_gather,0
gdp,0
grammar,0
class_mark,0
macedonia,0
season_5,0
black_ant,0
silver_fox,0
s_land,0
jamun,0
vaishya,0
2d,0
tarnish,0
chauri_chaura,0
fatwa,0
vandemataram,0
beaker,0
prithviraj_chauhan,0
monday,0
alluri_sitarama_raju,0
sir_john_simon,0
shear,0
jagirdari,0
compact,0
boycott,0
argument,0
greenish_blue,0
peda,0
sound_wave,0
hand_rule,0
commit,0
bandag,0
sprinkler,0
wolf,0
rishra,0
lenin_shipyard,0
geo,0
sultan_suleyman,0
aerial_survey,0
chandala,0
nkrumah,0
ahar,0
malayalam,0
forest_floor,0
samachar,0
chandrika,0
gana_sangha,0
wed,0
poach,0
pheasant,0
contus,0
mami,0
mamandur,0
glycerin,0
nankana_sahib,0
kharagpur,0
bardoli,0
humayun,0
decibel,0
boz,0
triangular,0
papua_new_guinea,0
tidal_stretch,0
river_neva,0
placenta,0
eras,0
stomach_ulcer,0
drum_beat,0
circuit_breaker,0
addict,0
udagamandalam,0
night_time,0
tang,0
back_bay,0
marijuana,0
abdomen,0
homestead,0
carlo,0
churn,0
west_virginia,0
glandular_epithelium,0
racism,0
black_buck,0
kirgiz,0
kais,0
dutta,0
ulothrix,0
pir,0
power_ship,0
begum_of_bhopal,0
tread,0
bind,0
run_water,0
earth_s_crust,0
abul_kalam_azad,0
tuesday,0
from_the_sea,0
harding,0
curtain,0
outreach,0
moran,0
brood_pouch,0
chickenpox,0
scooter,0
lal_mahal,0
cowpea,0
labour_movement,0
cock,0
hatta,0
arena,0
poil,0
sengupta,0
dhak,0
white_eye,0
buck,0
maximum_retail_price,0
sangai,0
dada,0
ecotour,0
pepsin,0
hot_water,0
water_spring,0
other_backward_class,0
datura,0
mini,0
mediterranean_region,0
coal_miner,0
sesamum,0
ajith,0
ninan,0
scyth,0
cabinet_mission,0
turani,0
gharana,0
low_carbon,0
sunspot,0
mast,0
bore_well,0
ghaghara,0
chickpea,0
insat,0
watr,0
kashipur,0
gods,0
jackal,0
kesari,0
fish_farm,0
bandhara,0
jet_plane,0
pod,0
hoga,0
rope,0
dark_night,0
void_deck,0
salal,0
sial,0
khambat,0
goebbel,0
samata,0
masol,0
mous,0
extent,0
mui,0
timur,0
plutonium,0
low_wage,0
vitamin_k,0
h_s,0
gibson,0
cross_cut,0
aceton,0
purana_qila,0
seed_leaf,0
stopwatch,0
champaran,0
up_boy,0
charan_raj,0
ibf,0
coca_cola,0
sant_kabir,0
djinn,0
fair_trial,0
greek_god,0
madhuca,0
attock,0
seismograph,0
netherland,0
yadu,0
ghazzali,0
medal,0
imprison,0
market_survey,0
extra_curricular,0
seep,0
three_point,0
vinegar,0
leech,0
khandesh,0
collagen,0
mawsynram,0
world_map,0
baran_district,0
ballabhgarh,0
cul_de_sac,0
gramdan,0
limpopo,0
amphetamin,0
andrea,0
rebmann,0
safranin,0
premier,0
tendon,0
regret,0
terror,0
scream,0
myopic,0
mitochondrion,0
bohemia,0
pac,0
pantulu,0
fair_play,0
hopeless,0
kandla,0
burqa,0
napoleon_bonapart,0
micro_nutrient,0
surat,0
kadi,0
jnaneshwar,0
control_knob,0
puran,0
ganga_river,0
british_council,0
indi,0
g_c,0
barn,0
alag,0
academi,0
jug,0
irishman,0
reichstag,0
victorian_britain,0
hunsgi,0
reindeer,0
phase,0
marker,0
mithankot,0
hurri,0
kinet,0
pseudopod,0
knee_pain,0
nter,0
ionic,0
strang,0
tarik,0
deep_lake,0
pyre,0
abul_fazl,0
nuclear_power,0
kanpur,0
madgaon,0
ranthambhor,0
scale_factor,0
vishvamitra,0
bed_sheet,0
kudremukh,0
food_colour,0
red_planet,0
hand_span,0
checker,0
short_hand,0
thermo,0
col,0
polar_region,0
shudra,0
upset,0
honour,0
local_wind,0
dutt,0
annex,0
concord,0
beater,0
hockey_field,0
yama,0
vitamin_b3,0
imli,0
queen_ant,0
turk,0
cinema_poster,0
fermat,0
guru_nanak_s_birthday,0
qandahar,0
bakhshi,1
thiru__vi__ka,0
toss_a_coin,0.75
recip,0
raju,0
sweep,0
kilowatt_hour,0.3333333333
sea_cave,0
death_rate,0.7142857143
holkar,0
ander,1
compass,0
kho_kho,0
arghun,0
ip,0
ir,0.5
black_reaction,0
mandavi,0
desert_fox,0
aai,0
mey,1
a__mellifera,0
root_hair,0
uss,0
scribe,0
idea,0
ping_pong,0
veg,0
euthanasia,0.5
mahant,0
wangari_maathai,0
mahendragiri,0
manigramam,0
pahari,0
wise,0
zoji_la,0
kanyadan,0
plunder,0
fresh_water,0
han,0
oerst,0
health_hazard,0
nucleoid,0
ghaggar,1
treblinka,0
complement,0
node,0
complain,0
kota,0
kandariya_mahadeva,0
weld,0
mango_tree,0
hetero_atom,0
meso,0
tracheid,0
soyabean,0
mollusc,0
virus,0
yogasana,0
carat,0.5
hairpin,0
semi_arid,0.2
semi_arid_region,0.2
parad,0
fall_line,0
suburban_railway,0
mainz,0
scolex,0
rasamanjari,0
ho_chi_minh_trail,0
zikr,0
swadeshi_movement,0
vand,0
mataram,0
overweight,1
name_of_father,0
burma,1
heron,0
scottish_clan,0
hard_work,0
hydro_power_plant,0
coelenterata,0
kalbeliya,0
fetch,0
shujauddaulah,0
mamidi_tandra,0
gregor_johann_mendel,0
munro,0
peta,0
penicillium,0
inning,1
kalighat,0
baji_rao,1
end,1
long_tail_boat,0
cheltenham,0
standard_form,0.1428571429
puga,1
chintz,0
port_hole,0
king_gyanendra,0
kamal,0
pariksha_guru,0
c_r,0
children,1
wellesley,0
iqbal,0
saradgi,0
folk,0
power_plant,0
liang_qichao,0
godavari_river,0
slag,0
dinosaur,0
cesium,0
pearl_spot,0
tha,1
ipl,0
indian_rhino,0
goi,0
hcf,0
exhibit,0
jainism,0
rowlatt,0
harvest_season,0
tree_diagram,1
social_movement,0
hong,0
call_in,0
nail_polish,0
deuterium,0
mali,0
pelvic_bone,0
check_dam,0
common_krait,0
majoritarian,0
samnyasa,0
lous,0
rashtrapati_bhavan,0.1111111111
talia,0
lobia,0
niagara,0
start_point,0
sez,0
crispi,0
provision,0
panchtantra,0
tecton,0
jersey,0
vest,0
welsh,0
singapor,0
marina,0
casuarina,0
casuarina_tree,0
chatter,0
bharat_petroleum,0
bengal_gram,0
pride,0
akashwani,0
rowlatt_act,0
air_craft,0
abu,0
say,0
spaceship,0.3333333333
sikh,0
lodz,0
wilhelm_ostwald,0
subscript,0
chitpavan,0
dosa,0
nose,0
turban,0
river_nile,0
robert_darwin,0
anger,0.2
conch,0.1666666667
gaddi,0
antedon,0
dholak,0
fateh,0
darwaza,0
plateau_region,0
digboi,0
hong_xiuquan,0
billion,1
tawa_dam,0
malabar_coast,0
van_mahotsav,0
bard,0
sardeshmukhi,0
indian_peninsula,0.1666666667
hypha,0
pond_ecosystem,0.4
thailand,0
samburu,0
petrol_pump,0
petunia,0
royal_bengal_tiger,0
intercellular_matrix,0
tidal_wave,0.2
legal_right,0
acid_test,0
indiana,0
moss,0
ottoman_turkey,0
lackington,0
abscissa,1
qatar,0
voltair,1
cartwheel,0
genu,0
transoxiana,0
ave,0
world_record,0
brick_wall,0
virchow,0
psilocybin,0
sauc,0
moonless_night,1
defin,0.5
raq,0
palashi,0
sand_paper,0
legend,0
meghaduta,0
ber,0
catla,0
minicoy,0
winnipeg,0
cough,0
shaukat_ali,1
kalaazar,0
chi,0.25
squid,0
orissa,0
hindawi,0
ayumi,0
sardar_vallabhbhai_patel,0
merino,0
merino_sheep,0
mosaic,0
daulat,0
british_kenya,1
exil,0
venu,0
michael_henchard,0
singh_sabha,0
bin,0
charter,0
special_camp,1
rashtriya_ispat_nigam,0
scientist,0
tide,0
grow_up,0
uk,0
vatican,0
lungi,0
monal,0
secundrabad,0
khanqah,0
oil_gland,0
trade_union,0
gastric,0
carbon_cation,0
conquer,1
agaria,0
nair,0
vellum,0
denmark,0
name_of_india,0
buddhacharita,0
emil,0
zola,0
smallpox,0
underemploy,0
shankaracharya,0
cottonwool,0
kathiawad,0
seth,0
elgin,0
lsd,0.1111111111
brahmaputra_valley,0
harappa,0
sardin,1
gyan,0
j_l,0
b__hammond,1
t_t_krishnamachari,0
ramu_kariat,0
shield,0
crown,0
prithviraj,0
tilak_nagar,1
nuclear_fission,0.25
rabi_crop,0
panchala,0
interpret,0
khurasan,0
suffolk,0
gutter,0
pd,0
anise,0
sambhar,1
ear_lobe,0
unfair_trial,0
sawai,0
saturn,0
cracker,0
captain,0
ujjain,0
chop,0
environmental,0
tu,1
earthen_pot,0
va,0
bal_gangadhar_tilak,0
teng,1
fairbank,0
art_studio,0
potash,0
cerebrum,0
stay,0
abc,0
oven,0
balgangadhar_tilak,0
blue_belt,0
dan,0
john_dalton,0
kaiga,0
verbal,0.2
liquid_fuel,0
road_roller,0
stream_flow,0
damodar_river,0
helpless,0
sadi,0
kofi_annan,0
piya,0
william_nicholson,0
durgapur,0
barauni,0
masjid,0.2
north_eastern_council,0
wale,0
ajay,0
pinworm,1
afghan,0
rohilkhand,0
madam,0
vaishali,0
flu,0
dadabhai_naoroji,0
headgear,0
chiton,0
bhagavadgita,0
sub_soil,0
khunti,0
kabadi,0
wallah,0
kratia,0
b_p__mandal,0
blue_whale,0
leishmania,0
incis,0.5
eighteenth,0
all_the_year_round,0
santhali,0
no_news,0
melon,1
caterpillar,0
masur,0
foam,0
kingsway,0
nhat_linh,0
villu,0
folk_song,0
karl_marx,0
no_cost,0.5
jeep,0
alauddin_khalji,0
bing,1
marmagao,0
syrian_christian,0
penda,0
rajaraja_chola,0
ahmadnagar,0
draperi,1
weight_lifter,0
blister,0
nsso,0.5
februari,1
grit,1
salim,0
ken,0
litr,0
five_year_plan,1
flash_of_light,0
slop,0.3333333333
migrant,0.4
low_level,0
proud,0
antyodaya_anna_yojana,0
sukhasana,0
bund,0
diku,1
tailor_bird,0
kuzushi,0
diya,1
goos,0
clark,0
roller,0
amarkantak,0
leari,0
constantin,0
rj,0
matson,0
strainer,0
poona_pact,0
call_box,0
bhetki,0
phase_of_the_moon,0
rokeya,1
hossain,0
upa,0
refresh,0
protium,0
trauma,1
rastafarian,1
school_health,0
wild_dog,0
3d,0
iqta,0
hydrocarbon_chain,0
non_government,0
al_idrisi,0
taxi,0
aung_san_suu_kyi,0
uncertain,0.25
dmitri_ivanovich_mendeléev,0
bhilai,0
forest_school,1
sokolov,1
dhol,0
wire_mesh,0
hoogli,0
black_copper,0
intermedi,0
arthur_crawford,0
alder,0
ranji,0
pillar,0
yeast_cell,0
b_horizon,0
shreni,0
ghost,0.5
king_cobra,0
slash,0
katta,0
mild,0
bloodstream,0
high_carbon_steel,0
carbon_steel,0
augusto_pinochet,0
regular_polygon,1
b_group,0
midrib,0
animist,0
apn,1
neon,0
yugoslavia,0
union_cabinet,1
ice_cream,0
raider,0
chariot,0
lajpat_nagar,0
social_custom,0.4
classroom,0
nagpada,0
transport_map,1
million,1
cai_lun,0
string_length,0.8571428571
nyk,0
piranha,0
piranha_fish,0
air_travel,0
anaconda,0
topsoil,0
cod_liver_oil,0
lala_lajpat_rai,0
hectar,0.5
gaekwad,0
gaekwad_of_baroda,0
darya,0
young_bengal,0
young_bengal_movement,0
awadh,0
ferment,0
bangla,0
jamaica,0
whole_number,1
nyaya,0.25
yudh,1
swidden,0.25
public_health_system,0
health_system,0
genoa,0
foster_care,0
jay,0
orpheu,0
tsutaya_juzaburo,0
proportion,1
nagarjunakonda,0
code_of_conduct,0
n_i,0
gauz,1
coulomb,0.5
makara,0
geologist,0
iska,0
muttaraiyar,0
raw_egg,0
kaki,0
barasingha,0
friedrich_list,0
uski,0
kidney_bean,1
feudal_system,0
dharavi,0
marco_polo,0
depth,1
ilbert_bill,0
german_mark,0
empress_of_india,0
kind,0
stone_cutter,0
cutter,0
web_foot,0
uzhavar,0
splash,0
black_market,0
shrink,0
dand,0
prawn,0
good_conduct,0
deccani,0
wbf,0
john_dawson,0
leas,0
agreement,0
grassi,0
east_asia,0
kotwal,0
neeson,1
vaikkom_muhammad_basheer,0
robert_brown,1
ruparel,1
plywood,0
rapl,1
think,0
skin_cancer,0
bigot,0
betel_leaf,0
ancient_art,0
saptarshi,0
rotten,0
gyan_singh,0
soil_type,0
autotroph,0.3333333333
labour_law,0
standard_scale,0
oswal,0
mountain_barrier,0
gel,0
cape_of_good_hope,0
shelf,0
broiler_chicken,0
repeal,0
malari,0
street_seller,0
barium,0
rag_picker,1
hamid,0
pasha,0
sarmast,0
dandi,0
sattvic,0
microb,0
magenta,0
sogo,0
chousingha,0
vaccinia,0
costa_rica,0
tooth_decay,0
gorilla,0
animalia,0
oval,1
counsellor,0
thermocol,0.2
nawab_of_murshidabad,0
g_g,0
agarkar,0
cell_sap,0
indor,0
bania,0
easi,0
palp,0
constrict,0
ntpc,0
equilibrium,0.3333333333
matua,0
choo,0
kit,0
orchestra,0
hoti,1
bindusara,0
megalith,0.2222222222
ajanta,0
clean_up,0
social_group,0
roca,1
piton,0
railway_budget,0
churaman,0
tet,0
wage_labour,0
overflow,1
go,0.25
uttar_pardesh,0
north_eastern_region,0
eastern_region,0
transplant,0
reticular,0.3333333333
pink_colour,0
bahujan,0
bahujan_samaj,0
janapada,0
emperor_akbar,0
kanta,1
crore,0.5
queen_victoria,0
foot_soldier,0
keton,0
mawari,0
greenwich_mean_time,0.3333333333
palm_leaf,0
hypothermia,0.3333333333
jefferson,0
argentina,0
dettol,0
barak,0
woh,0
abadi,0.1111111111
apocalyps,0
sherwani,0
stalin,0
snip,0
chowpatti,0
bhim_rao_ambedkar,0
bubali,0
task,0
tanda,0
leed,0
condiment,0
grass_skirt,0
bell_jar,0
raven,0
narmada_river,0
slide,0
mantra,0
mason,0
azad_hind_fauj,0
blink,0
tipu_sultan,0
interlink,0
chir_pine,0
serengeti,0
deshmukh,0
instrument,0
perfect_number,1
velvet,0
strict,1
pocso,0
bombay_port_trust,0
half_court,0
anchor,0
turkana,0
glare,1
clive,0
water_log,0
district_court,0
oestrogen,0.1428571429
parallel_line,0.5
berber,1
junk_shop,0
recruit,0
liverpool,0
complex_cell,0
chao,0.1666666667
dharna,0
varanasi,0
chalk,0
zila_parishad,1
cilium,0.5
grindlay,0
radio_channel,0.5
jaunpur,0
valabhi,0
indian_team,0
lao,0
forum,1
volkswagen,0
almirah,0
green_beret,0
edmund_burke,0
general,0
amind,0
putra,0
solar_water_heater,0
shaadi,1
land_owner,0
habsburg,0
parisian,0
till,0
bodo,0
banna,0
cereal_crop,0
calcutta_cricket_club,0
raja_harishchandra,0
mashak,0
archaea,0
kalinga,0
punjab_himalaya,1
nam,0
american_buffalo,0
all_india_radio,0
brown_coal,0
meter_per_second,1
courier,0
kannada,1
ji,0
forti,0
son,0
pandita_ramabai,0
supermarket,0
jar,0
giant_planet,1
high_jump,0
catalyst,0
kali_puja,0
sunn,0.1428571429
flock,0
cotyledon,0
south_pole,0
wast_water,0
muzzafarpur,0
warsaw_ghetto,0
null_bazaar,0
mismatch,1
perch,0
transylvania,0
self_concept,0
meiji,0
dhangar,0
koman,0
guru_granth_sahib,0
paint_brush,1
gallium,0
agil,0
school_of_fish,0
vijaipur,0
milli,0
kartik,1
kutki,0
rhetor,0.2
fun,0
sahu,0
bohra,0
ilango,0
money_game,1
west_asia,0
attach,0
navodaya,0
navodaya_vidyalaya,0
k_g__balakrishnan,0
dadra,0
weigh,0
talwandi,0
aug,1
kuduk,0
knee_high,0
himalayan_mountain,0
eleven,1
u_k,0
halba,0
cri,0
bracket,0
jenni,0
dope,0
nagaram,1
dene,0
niti_aayog,1
gulal,0
black_ink,0
discomfort,0
swallow,0
globe,0
vice,0
tender,0
stem,0
fiba,0
drass,0
water_vapour,0.4
saliya,0
lohi,0
firearm,0
koshish,0
edward,0
marx,0
frsh,0
come,0
i_m,0
m_u_m,0
equinox,0.2
buddhism,0
samajwadi,0
pizza,0
shampoo,0
jalandhar,0
microlith,0
bhadravati,1
newland,0
abhang,0
mahabaleshwar,0
dinh,1
chieu,1
saliva,0
clay_pit,0
vitamin_d,0
t_model,0
deport,0.3333333333
rectum,0
hernia,0
secret_book,0
mola,0
gradual,0
barren_island,0
sniff,0
deviat,0
mohammedan,0
consensu,1
sovereign,0
paramount,0
svenska_dagbladet,0
jatin,0
nife,0
rajaputra,0
greenland,0
siam,0
euler’_formula,1
road_traffic,0
milk_teeth,0
leeuwenhoek,0
right_to_work,0
foreign_field,0
pratyahara,0
italia,0
sultan_muhammad_ghori,0
pimpl,0.3333333333
raj_karega_khalsa,1
richard_m__hoe,0
deforest,1
glean,0
kabir,0
rayanna,0
social_democrat,0
jurist,0
phrygian_cap,0
el_nino,1
intermix,0
rural_area,0
bulki,0
imposs,0
mahar,0
bea,0
river_basin,0
indira_point,0
despot,0
iceland,0
tummi,0
fatehpur_sikri,0
gulbarga_district,0
helen,0
keller,0
steam_roller,0
comparison,0
geranium,0
lhasa,0
swim_cap,0
bow_down,0
m_e,0
alvarez,0
mahajanapada,0
robert_hook,0
plant_cell,0
cross_breed,0
naval_ship,0
printer,0
shariat,0
whi,0
we_fall,1
manipravalam,0
grass_lawn,0
chikoo,0
brand_name,0
tangram,0.6666666667
velcro,0
kolar,0
mental_math,0.5
k_shell,0
afro_asian,0
midway,0
pneumonia,0
e__j__hobsbawm,0
rude,0
yolk,1
aurora,1
perpendicular_bisector,1
khadar,0
kasturba_gandhi,0
public_health,0
sweat,0
matador,0
vegetarian_diet,0
newsprint,0
serb_nationalist,0
sadar,0
urethra,0
e_mail,0
vish,0
butter_milk,0
tapa,0
divya_prabandham,1
baker,0
mahabalipuram,0
rhoeo,0
first_aid,0
khambhat,0
inner_ear,0
sahitya,1
lahari,1
interconnect,0
chicken_pox,0
lender,0
vertigo,0
tripod,0
harshavardhana,0
parsi_gymkhana,0
pie_chart,0
raj_singh,1
mercur,0
sapera,0
detroit,0
super_highway,0
gandhi_irwin_pact,0
kumari,1
dalpat,0
sholapur,0
majuli,0
kendujhar_district,0
free_trade,0
gangu,0
abandon,0
mahalwari,1
nasal,0
tropic_of_capricorn,0
capricorn,0
public_prosecutor,0
latvia,0
o__chandu_menon,0
ramaswami,0
appeal,0
error,0
safra,0
rio_de_janerio,0
no_3,0
chahamana,0
solid_object,1
appar,1
pratihara,0
green_channel,0
rajaraja_i,0
rudramadevi,1
zero_number,0.6
ruhr_region,0
benzen,0
ape,0
in_vitro,0
handlebar,0
pupa,0
delay,1
deptford,0
threat,0
sthapati,0
sanatan_dharma,0
promin,0
jalaluddin,0
bhimbetka,0
steel_wool,0
mishri,0
cell_type,0
endoskeleton,0
nagarcoil,0
big_build,0
thin_layer,0
kalibangan,0
satya,0
evad,1
marigold,0
tremor,0
fallow_land,0
tv_channel,0
xvi,0
auxin,0
kathakali,0
second_anglo_maratha_war,0
pulley,0
vardhamana_mahavira,1
free_style,0
kuch,0
madarsa,0
gurmukhi,0
phan_chu_trinh,0
icd,0
shabd,0.125
okhli,0
catechu,0
stain,0
ancient_india,0
corridor,0
